,unique-id,social-graph,home-timeline,media,compose-post,user,text,url-shorten,user-mention,user-timeline,nginx,post-storage,service-user-cpu_util,service-user-mem_util,service-user-netio_read,service-user-netio_write,service-user-blkio_read,service-user-blkio_write,service-post-storage-cpu_util,service-post-storage-mem_util,service-post-storage-netio_read,service-post-storage-netio_write,service-post-storage-blkio_read,service-post-storage-blkio_write,service-nginx-cpu_util,service-nginx-mem_util,service-nginx-netio_read,service-nginx-netio_write,service-nginx-blkio_read,service-nginx-blkio_write,service-media-cpu_util,service-media-mem_util,service-media-netio_read,service-media-netio_write,service-media-blkio_read,service-media-blkio_write,service-compose-post-cpu_util,service-compose-post-mem_util,service-compose-post-netio_read,service-compose-post-netio_write,service-compose-post-blkio_read,service-compose-post-blkio_write,service-unique-id-cpu_util,service-unique-id-mem_util,service-unique-id-netio_read,service-unique-id-netio_write,service-unique-id-blkio_read,service-unique-id-blkio_write,service-url-shorten-cpu_util,service-url-shorten-mem_util,service-url-shorten-netio_read,service-url-shorten-netio_write,service-url-shorten-blkio_read,service-url-shorten-blkio_write,service-user-timeline-cpu_util,service-user-timeline-mem_util,service-user-timeline-netio_read,service-user-timeline-netio_write,service-user-timeline-blkio_read,service-user-timeline-blkio_write,service-home-timeline-cpu_util,service-home-timeline-mem_util,service-home-timeline-netio_read,service-home-timeline-netio_write,service-home-timeline-blkio_read,service-home-timeline-blkio_write,service-text-cpu_util,service-text-mem_util,service-text-netio_read,service-text-netio_write,service-text-blkio_read,service-text-blkio_write,service-user-mention-cpu_util,service-user-mention-mem_util,service-user-mention-netio_read,service-user-mention-netio_write,service-user-mention-blkio_read,service-user-mention-blkio_write,service-social-graph-cpu_util,service-social-graph-mem_util,service-social-graph-netio_read,service-social-graph-netio_write,service-social-graph-blkio_read,service-social-graph-blkio_write
31,20,1321,1923,10,9076,9,3512,1137,1651,1691,12860,937,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
32,19,1778,2603,12,11660,11,4178,1281,1891,1637,15716,1061,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
33,20,1384,2066,9,10342,11,4037,1525,1494,1581,13540,1150,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
34,22,1557,2054,11,9350,11,3908,1361,1892,1699,13140,936,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
35,21,1446,1957,9,9070,9,3692,1342,1602,1752,12744,938,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
36,20,1637,2271,8,10671,11,4615,1551,1751,1885,15020,1055,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
37,19,1542,2259,9,9979,10,3966,1480,1790,1790,14691,988,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
38,21,1373,1983,11,9749,11,4168,1408,1964,1777,13643,1041,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
39,24,1711,3386,11,18617,12,6742,1486,2846,1827,22062,1105,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
40,24,1739,2388,15,10927,11,4520,1242,2098,1855,16078,1378,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
41,21,1472,2014,12,10422,10,4118,1495,1837,2588,14191,969,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
42,21,1533,2082,12,9827,11,4054,1297,1919,1752,14100,981,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
43,23,1813,2390,11,10220,11,3991,1375,1885,1983,14025,1135,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
44,21,1605,2379,11,12652,12,5140,1618,2132,1861,16224,1036,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
45,15,1668,2229,29,9669,10,3940,1721,1679,1828,13818,997,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
46,22,1543,2155,25,10337,11,3920,1392,1779,1851,13898,1072,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
47,21,1582,2316,12,9901,11,4081,1395,1814,1771,13887,1022,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
48,21,1575,2168,11,9908,11,3943,1233,1844,1809,13975,982,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
49,22,1298,2826,10,16758,10,5430,1272,1683,1652,19686,865,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
50,21,1536,2140,12,9973,11,4053,1335,1867,1852,14618,1084,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
51,20,1487,2101,11,10787,11,3988,1425,1791,1796,14604,998,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
52,18,2209,2726,12,9824,11,3673,1195,1748,1686,14620,944,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
53,21,1582,2380,11,11812,11,4352,1193,1919,1980,15712,1053,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
54,18,1537,2262,11,9739,10,4090,1474,1872,1579,13264,1065,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
55,21,1667,2303,12,10262,10,3993,1301,1854,1682,14232,951,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
56,19,1546,2187,12,10104,9,4090,1198,1982,1919,14018,1059,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
57,19,1792,2478,12,9962,10,3694,1320,1737,1723,14433,951,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
58,22,1969,2601,11,10679,14,4120,1335,1883,1884,14527,1073,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
59,19,1507,2147,11,10576,11,3905,1388,1841,1664,14246,2514,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
60,20,1371,2046,12,9930,10,3702,1231,1662,1757,13141,2036,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
61,21,1576,2404,11,10200,11,3958,1269,1830,1816,14171,1042,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
62,20,1560,2345,11,9898,10,3781,1217,1736,1767,14860,994,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
63,20,1462,3325,11,11009,10,3910,1423,1653,1912,15989,998,0.7,1.3,63900000.0,37150000.0,0.0,0.0,0.8999999999999999,2.2699999999999996,126228400.0,80540000.0,0.0,0.0,0.31,0.49,49800000.0,61700000.0,0.0,0.0,0.51,1.5,14585100.0,9850000.0,0.0,0.0,1.01,0.05,120000000.0,171000000.0,0.0,0.0,0.08,0.04,12300000.0,7330000.0,0.0,0.0,1.12,2.29,66028700.0,67460000.0,0.0,0.0,1.17,1.4600000000000002,98870000.0,94400000.0,0.0,0.0,0.26,0.11,20920000.0,22612000.0,0.0,0.0,0.61,0.02,64200000.0,81900000.0,0.0,0.0,0.34,0.03,40700000.0,56900000.0,0.0,0.0,1.42,1.33,45060000.0,41710000.0,0.0,0.0
